Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Previous Purchases
828,31,Male,Shoes,Footwear,51,S,Green,Fall,4.1,33
829,24,Male,Socks,Clothing,62,M,Peach,Fall,3.7,27
830,42,Male,Socks,Clothing,57,S,Silver,Spring,3.1,14
831,41,Male,Shorts,Clothing,76,M,Maroon,Fall,4.2,5
832,66,Male,Gloves,Accessories,63,M,Red,Summer,4.3,47
833,58,Male,Jacket,Outerwear,80,L,Blue,Fall,2.5,28
834,43,Male,Handbag,Accessories,68,M,Purple,Fall,3.5,11
835,52,Male,Backpack,Accessories,89,M,Indigo,Summer,3.1,18
836,35,Male,Boots,Footwear,26,L,Indigo,Summer,2.5,21
837,23,Male,Gloves,Accessories,90,L,Violet,Winter,3.9,22
838,25,Male,Hoodie,Clothing,28,L,Brown,Spring,4.9,33
839,33,Male,Coat,Outerwear,29,M,Gray,Spring,4.3,49
840,48,Male,Shirt,Clothing,31,L,Teal,Spring,2.6,10
841,42,Male,Shirt,Clothing,24,L,Teal,Summer,4.2,18
842,55,Male,Sweater,Clothing,88,M,Beige,Summer,2.6,28
843,59,Male,Shirt,Clothing,87,M,Violet,Spring,3.6,25
844,65,Male,Hoodie,Clothing,80,S,Beige,Summer,3.2,6
845,59,Male,Sandals,Footwear,48,L,Purple,Winter,4.4,44
846,31,Male,Belt,Accessories,21,XL,Charcoal,Winter,3.7,30
847,49,Male,Boots,Footwear,72,M,Pink,Spring,3.7,42
848,53,Male,Hoodie,Clothing,44,L,Blue,Fall,4.1,30
849,48,Male,Sandals,Footwear,73,M,Lavender,Fall,3.6,33
850,23,Male,Jeans,Clothing,61,S,Charcoal,Spring,4.3,24
851,68,Male,Shoes,Footwear,20,L,Turquoise,Winter,2.6,13
852,35,Male,Sandals,Footwear,86,M,Red,Summer,2.9,19
853,34,Male,Dress,Clothing,60,L,Yellow,Spring,4.2,23
854,62,Male,Hat,Accessories,43,L,Orange,Winter,4.0,35
855,21,Male,Pants,Clothing,44,L,Blue,Spring,4.3,22
856,70,Male,Socks,Clothing,76,L,Gold,Spring,3.0,14
857,55,Male,Shirt,Clothing,33,M,Gold,Summer,3.5,47
858,43,Male,Shorts,Clothing,60,L,Cyan,Fall,3.0,50
859,19,Male,Jacket,Outerwear,26,L,Olive,Fall,3.1,33
860,47,Male,Hoodie,Clothing,73,M,Teal,Winter,4.0,7
861,26,Male,Shoes,Footwear,87,M,Maroon,Spring,4.1,3
862,46,Male,Skirt,Clothing,100,XL,Green,Spring,3.3,35
863,19,Male,Coat,Outerwear,84,M,Charcoal,Winter,4.9,13
864,49,Male,Sneakers,Footwear,41,M,Cyan,Summer,3.9,42
865,51,Male,Jeans,Clothing,59,S,Charcoal,Winter,3.9,5
866,64,Male,Blouse,Clothing,26,L,Charcoal,Winter,4.8,23
867,67,Male,Sunglasses,Accessories,69,M,Lavender,Summer,2.7,11
868,37,Male,Jacket,Outerwear,20,M,Turquoise,Spring,3.1,23
869,40,Male,Dress,Clothing,83,M,Green,Summer,3.2,2
870,38,Male,Hat,Accessories,54,M,Silver,Spring,2.7,33
871,66,Male,Hoodie,Clothing,66,M,Blue,Fall,2.5,6
872,47,Male,Handbag,Accessories,42,M,Charcoal,Spring,2.6,45
873,56,Male,Jeans,Clothing,33,M,Pink,Spring,2.9,25
874,51,Male,Boots,Footwear,77,M,Pink,Summer,4.2,24
875,25,Male,Jacket,Outerwear,65,M,Magenta,Fall,4.4,10
876,37,Male,Sandals,Footwear,39,L,Gray,Summer,4.1,7
877,41,Male,Belt,Accessories,51,L,Gray,Summer,3.8,1
878,64,Male,Handbag,Accessories,65,M,Orange,Winter,4.9,45
879,23,Male,Sunglasses,Accessories,89,S,Black,Summer,4.9,37
880,62,Male,Skirt,Clothing,76,S,Lavender,Spring,4.1,14
881,39,Male,Backpack,Accessories,75,L,Red,Spring,3.1,25
882,52,Male,Sandals,Footwear,61,M,Silver,Summer,2.7,18
883,50,Male,Boots,Footwear,35,M,Cyan,Fall,3.8,37
884,28,Male,Sneakers,Footwear,37,S,Gold,Fall,4.3,30
885,67,Male,Skirt,Clothing,91,L,Yellow,Winter,4.1,34
886,41,Male,Dress,Clothing,99,L,Purple,Fall,4.4,49
887,19,Male,Shorts,Clothing,54,S,Brown,Summer,3.6,48
888,70,Male,Handbag,Accessories,47,L,Turquoise,Winter,3.3,33
889,49,Male,Scarf,Accessories,77,S,Gold,Spring,3.6,44
890,59,Male,Belt,Accessories,84,S,Olive,Fall,2.8,50
891,52,Male,Gloves,Accessories,51,S,Purple,Spring,4.3,47
892,20,Male,Skirt,Clothing,26,S,Lavender,Summer,3.9,24
893,31,Male,Shorts,Clothing,64,L,Gray,Summer,2.7,43
894,33,Male,Backpack,Accessories,51,M,Red,Spring,4.7,14
895,44,Male,Hoodie,Clothing,60,L,Purple,Spring,3.8,3
896,40,Male,Hat,Accessories,69,XL,Olive,Spring,4.7,33
897,69,Male,Jewelry,Accessories,29,M,Lavender,Spring,4.7,38
898,29,Male,Shirt,Clothing,91,M,Gray,Spring,3.4,46
899,54,Male,Belt,Accessories,70,L,Red,Spring,3.5,19
900,65,Male,Sweater,Clothing,58,M,Peach,Summer,4.0,20
901,54,Male,Hat,Accessories,98,L,Gray,Fall,3.3,42
902,60,Male,Scarf,Accessories,68,L,Violet,Summer,4.7,34
903,43,Male,Hat,Accessories,44,M,Beige,Summer,2.8,5
904,44,Male,Jacket,Outerwear,45,M,Blue,Winter,3.3,3
905,69,Male,T-shirt,Clothing,99,L,Magenta,Spring,2.9,46
906,46,Male,Dress,Clothing,68,S,Cyan,Spring,2.8,16
907,41,Male,Pants,Clothing,56,M,Red,Spring,4.2,21
908,32,Male,Sweater,Clothing,43,L,Cyan,Winter,4.4,34
909,26,Male,Sunglasses,Accessories,99,M,Turquoise,Winter,3.6,9
910,61,Male,Belt,Accessories,56,L,Silver,Fall,2.7,36
911,49,Male,Hoodie,Clothing,25,S,Pink,Spring,3.4,22
912,53,Male,Pants,Clothing,74,M,Black,Winter,2.8,2
913,24,Male,Hoodie,Clothing,56,M,Green,Winter,3.4,32
914,37,Male,Sneakers,Footwear,47,M,Yellow,Fall,2.6,29
915,43,Male,Dress,Clothing,67,L,Purple,Summer,4.1,27
916,31,Male,Dress,Clothing,22,L,Purple,Winter,2.9,33
917,49,Male,Jeans,Clothing,34,S,Blue,Spring,2.7,16
918,69,Male,Sweater,Clothing,64,M,Maroon,Spring,3.7,11
919,65,Male,Shorts,Clothing,42,M,Orange,Spring,4.3,11
920,41,Male,Shirt,Clothing,82,L,Green,Winter,2.6,17
921,37,Male,Belt,Accessories,81,XL,Gold,Summer,4.3,37
922,70,Male,Coat,Outerwear,24,L,Silver,Summer,4.1,18
923,63,Male,Sneakers,Footwear,60,M,Cyan,Fall,4.2,13
924,55,Male,Shirt,Clothing,24,M,Silver,Spring,4.2,7
925,52,Male,Socks,Clothing,78,XL,Beige,Winter,3.1,37
926,22,Male,Jeans,Clothing,88,L,Teal,Winter,4.9,8
927,54,Male,Jeans,Clothing,63,XL,Green,Spring,4.4,11
928,28,Male,Sneakers,Footwear,78,L,Black,Summer,4.4,8
929,67,Male,Dress,Clothing,37,XL,Yellow,Winter,3.4,31
930,59,Male,Boots,Footwear,94,M,White,Fall,4.5,26
931,26,Male,T-shirt,Clothing,78,L,Green,Fall,4.5,20
932,24,Male,Coat,Outerwear,36,M,Silver,Winter,4.1,24
933,62,Male,Skirt,Clothing,24,L,Blue,Winter,3.2,45
934,70,Male,Sneakers,Footwear,84,M,Magenta,Spring,2.7,33
935,45,Male,Jeans,Clothing,47,S,Yellow,Spring,3.7,21
936,58,Male,Hoodie,Clothing,51,L,White,Fall,2.6,2
937,31,Male,Shoes,Footwear,84,M,Pink,Summer,2.7,28
938,32,Male,Shorts,Clothing,24,M,Magenta,Summer,2.7,18
939,36,Male,Blouse,Clothing,97,S,Teal,Fall,4.8,21
940,25,Male,T-shirt,Clothing,89,L,Indigo,Winter,4.8,24
941,48,Male,Belt,Accessories,44,S,Maroon,Spring,2.6,15
942,39,Male,Handbag,Accessories,35,L,Black,Winter,4.5,38
943,26,Male,Dress,Clothing,91,M,Cyan,Winter,3.2,38
944,32,Male,Hat,Accessories,63,L,Cyan,Winter,3.8,13
945,54,Male,Belt,Accessories,97,S,Gray,Spring,4.8,39
946,38,Male,Boots,Footwear,38,M,Violet,Summer,4.1,8
947,46,Male,Coat,Outerwear,24,XL,Blue,Spring,2.8,4
948,57,Male,Blouse,Clothing,32,M,Charcoal,Winter,3.9,6
949,49,Male,Hat,Accessories,90,L,Olive,Summer,4.9,11
950,33,Male,Jeans,Clothing,36,M,Olive,Summer,3.4,49
951,54,Male,Backpack,Accessories,37,XL,Turquoise,Winter,4.1,30
952,47,Male,Dress,Clothing,51,M,Cyan,Summer,2.9,34
953,36,Male,Hat,Accessories,71,S,Red,Fall,3.1,28
954,68,Male,Sunglasses,Accessories,50,S,Cyan,Spring,3.6,36
955,60,Male,Hat,Accessories,74,S,Turquoise,Fall,3.5,18
956,55,Male,Dress,Clothing,75,L,Lavender,Summer,3.4,4
957,29,Male,Shirt,Clothing,99,XL,Cyan,Spring,2.9,42
958,38,Male,Scarf,Accessories,23,XL,Violet,Spring,4.7,11
959,70,Male,Sneakers,Footwear,53,XL,Beige,Winter,4.4,31
960,36,Male,Skirt,Clothing,99,M,Cyan,Spring,2.6,12
961,18,Male,Jewelry,Accessories,48,XL,Indigo,Spring,4.4,20
962,62,Male,Boots,Footwear,72,L,Olive,Fall,3.7,37
963,29,Male,Sunglasses,Accessories,64,L,Green,Spring,4.4,26
964,21,Male,Boots,Footwear,63,L,Green,Spring,2.5,14
965,42,Male,Sandals,Footwear,51,M,Beige,Spring,2.6,12
966,43,Male,Boots,Footwear,55,L,Black,Spring,5.0,10
967,58,Male,Dress,Clothing,55,M,Brown,Spring,4.9,19
968,27,Male,Hoodie,Clothing,26,S,Silver,Summer,3.7,4
969,57,Male,Shorts,Clothing,67,L,Gray,Summer,3.1,48
970,40,Male,Coat,Outerwear,31,S,Pink,Fall,3.2,37
971,45,Male,Jeans,Clothing,66,S,Maroon,Winter,4.4,4
972,47,Male,Sunglasses,Accessories,67,M,Cyan,Summer,4.3,15
973,61,Male,Sneakers,Footwear,61,L,Gold,Winter,3.0,33
974,60,Male,Jacket,Outerwear,75,M,Teal,Fall,3.5,30
975,69,Male,Skirt,Clothing,90,M,Beige,Spring,3.6,23
976,58,Male,Sweater,Clothing,40,M,Olive,Summer,3.8,2
977,34,Male,T-shirt,Clothing,90,M,Gray,Fall,3.6,50
978,20,Male,Belt,Accessories,20,M,Black,Spring,4.6,34
979,56,Male,Gloves,Accessories,40,M,Turquoise,Summer,2.5,33
980,64,Male,Hat,Accessories,33,S,Brown,Fall,3.5,34
981,56,Male,Boots,Footwear,98,S,Magenta,Spring,4.0,39
982,27,Male,Belt,Accessories,42,M,Silver,Spring,3.5,47
983,35,Male,Coat,Outerwear,62,S,Red,Summer,3.2,37
984,24,Male,Hat,Accessories,45,L,Indigo,Winter,3.5,40
985,26,Male,Shoes,Footwear,78,M,Green,Summer,3.4,8
986,32,Male,Handbag,Accessories,80,M,Gray,Fall,5.0,12
987,54,Male,Scarf,Accessories,96,S,Peach,Spring,4.5,36
988,62,Male,Handbag,Accessories,47,M,Charcoal,Summer,2.8,48
989,50,Male,Pants,Clothing,84,M,Orange,Winter,4.9,47
990,70,Male,Shoes,Footwear,31,M,Beige,Spring,3.1,2
991,48,Male,Sunglasses,Accessories,63,S,Yellow,Spring,4.8,24
992,20,Male,Shorts,Clothing,97,XL,White,Spring,2.7,40
993,46,Male,Jacket,Outerwear,99,M,Gray,Winter,4.6,50
994,51,Male,Sandals,Footwear,90,M,Peach,Winter,4.4,25
995,53,Male,Shoes,Footwear,68,L,Violet,Fall,3.2,20
996,44,Male,Jewelry,Accessories,80,M,Magenta,Spring,3.0,10
997,29,Male,Sandals,Footwear,91,L,Maroon,Summer,4.9,32
998,64,Male,Pants,Clothing,30,M,Cyan,Spring,3.6,31
999,51,Male,Shoes,Footwear,90,M,White,Spring,3.8,48
1000,50,Male,Socks,Clothing,28,L,Brown,Spring,2.9,23
1001,43,Male,Socks,Clothing,46,M,Red,Winter,3.9,1
1002,61,Male,Dress,Clothing,60,M,Orange,Fall,3.6,4
1003,55,Male,Shoes,Footwear,59,M,White,Spring,3.5,3
1004,56,Male,Hat,Accessories,68,M,Green,Fall,4.0,3
1005,33,Male,Backpack,Accessories,79,M,Black,Summer,4.8,44
1006,43,Male,Backpack,Accessories,94,M,Gold,Winter,3.9,5
1007,21,Male,Pants,Clothing,83,S,Lavender,Summer,4.5,50
1008,58,Male,Gloves,Accessories,62,XL,Turquoise,Spring,4.8,2
1009,41,Male,Scarf,Accessories,85,M,Pink,Spring,2.6,29
1010,39,Male,Hoodie,Clothing,30,M,Silver,Summer,3.1,11
1011,54,Male,Jeans,Clothing,24,XL,Gray,Spring,4.7,37
1012,43,Male,Backpack,Accessories,25,L,Indigo,Spring,2.9,32
1013,28,Male,Sandals,Footwear,37,L,Teal,Summer,3.8,27
1014,59,Male,Belt,Accessories,69,XL,Green,Summer,3.8,31
1015,28,Male,Shoes,Footwear,97,M,Violet,Summer,3.0,36
1016,68,Male,Gloves,Accessories,24,M,Cyan,Summer,4.1,34
1017,20,Male,Belt,Accessories,30,XL,Blue,Summer,3.4,15
1018,21,Male,Jacket,Outerwear,53,L,Orange,Fall,2.5,14
1019,50,Male,Dress,Clothing,70,XL,Charcoal,Spring,4.9,46
1020,32,Male,Shirt,Clothing,76,S,Beige,Winter,2.8,33
1021,24,Male,Scarf,Accessories,95,M,Black,Fall,4.5,41
1022,55,Male,Coat,Outerwear,51,S,Lavender,Winter,4.9,39
1023,61,Male,Handbag,Accessories,41,M,Lavender,Winter,4.9,7
1024,61,Male,Sunglasses,Accessories,71,S,Turquoise,Winter,3.5,29
1025,28,Male,T-shirt,Clothing,66,M,Purple,Summer,3.5,18
1026,60,Male,Shirt,Clothing,84,M,Olive,Winter,4.9,15
1027,49,Male,Handbag,Accessories,95,L,Turquoise,Winter,3.0,39
1028,33,Male,Jewelry,Accessories,90,L,Teal,Summer,2.8,11
1029,45,Male,Hoodie,Clothing,36,S,Lavender,Summer,3.7,4
1030,29,Male,Gloves,Accessories,22,M,Purple,Spring,3.6,33
1031,58,Male,Coat,Outerwear,89,L,Blue,Winter,3.3,37
1032,22,Male,Sandals,Footwear,50,M,Teal,Spring,3.4,32
1033,55,Male,Boots,Footwear,36,M,Lavender,Fall,4.0,44
1034,19,Male,Pants,Clothing,52,S,Silver,Spring,4.6,41
1035,68,Male,Socks,Clothing,29,M,Olive,Fall,4.2,44
1036,61,Male,Blouse,Clothing,89,M,Brown,Fall,2.8,32
1037,68,Male,Handbag,Accessories,47,M,Yellow,Fall,3.7,13
1038,52,Male,Jewelry,Accessories,25,XL,Brown,Spring,3.4,48
1039,41,Male,Pants,Clothing,74,XL,Cyan,Fall,3.0,3
1040,29,Male,Belt,Accessories,46,M,Magenta,Fall,4.8,39
1041,68,Male,Jeans,Clothing,22,S,Magenta,Fall,4.0,7
1042,36,Male,Shirt,Clothing,25,M,Orange,Summer,4.9,11
1043,55,Male,Belt,Accessories,80,M,Maroon,Spring,4.9,47
1044,28,Male,Jeans,Clothing,76,M,Green,Spring,3.3,28
1045,39,Male,Jeans,Clothing,30,L,Teal,Summer,4.4,17
1046,54,Male,Sweater,Clothing,79,L,Black,Fall,3.5,11
1047,40,Male,Sneakers,Footwear,22,M,Magenta,Winter,4.2,12
1048,31,Male,Socks,Clothing,36,S,Olive,Fall,4.2,7
1049,30,Male,Socks,Clothing,77,L,Yellow,Fall,2.7,19
1050,45,Male,Sunglasses,Accessories,33,S,Purple,Fall,2.8,24
1051,48,Male,Sneakers,Footwear,64,M,Beige,Winter,3.8,19
1052,45,Male,Socks,Clothing,53,M,Indigo,Fall,2.6,39
1053,60,Male,Shoes,Footwear,36,XL,Pink,Fall,3.0,1
1054,59,Male,Blouse,Clothing,70,M,Blue,Spring,3.3,10
1055,18,Male,Shorts,Clothing,96,L,Cyan,Winter,4.9,48
1056,70,Male,Jacket,Outerwear,27,M,Orange,Spring,3.3,24
1057,20,Male,Sweater,Clothing,64,L,Black,Winter,2.9,42
1058,65,Male,Jacket,Outerwear,23,S,Maroon,Spring,4.4,20
1059,29,Male,Scarf,Accessories,33,L,Violet,Summer,3.1,49
1060,22,Male,Jacket,Outerwear,34,M,Beige,Winter,2.5,25
1061,27,Male,Sweater,Clothing,35,S,Gray,Summer,2.6,21
1062,36,Male,Coat,Outerwear,62,M,Gray,Summer,4.4,12
1063,59,Male,Boots,Footwear,75,M,Brown,Fall,2.6,21
1064,62,Male,Hoodie,Clothing,29,S,Indigo,Summer,3.3,35
1065,34,Male,Hat,Accessories,28,M,Violet,Spring,3.5,42
1066,59,Male,T-shirt,Clothing,20,XL,Blue,Spring,4.1,3
1067,49,Male,Coat,Outerwear,96,M,Red,Winter,4.0,11
1068,18,Male,Dress,Clothing,43,S,Peach,Summer,2.7,22
1069,55,Male,Shirt,Clothing,94,M,Olive,Fall,2.5,47
1070,38,Male,Skirt,Clothing,81,XL,White,Fall,4.3,33
1071,50,Male,Jewelry,Accessories,75,M,Magenta,Summer,3.3,50
1072,61,Male,Hat,Accessories,81,M,Beige,Summer,2.6,46
1073,48,Male,Shorts,Clothing,92,L,Gold,Fall,3.5,34
1074,22,Male,Scarf,Accessories,96,XL,Purple,Spring,4.0,33
1075,48,Male,Jewelry,Accessories,71,S,White,Fall,2.6,45
1076,57,Male,Sunglasses,Accessories,50,L,Indigo,Summer,4.9,32
1077,33,Male,Coat,Outerwear,72,L,Charcoal,Spring,2.9,47
1078,58,Male,Jacket,Outerwear,28,M,Pink,Winter,3.7,5
1079,37,Male,Sweater,Clothing,59,M,Silver,Fall,4.4,49
1080,18,Male,Coat,Outerwear,33,S,Blue,Summer,4.4,48
1081,65,Male,Scarf,Accessories,59,L,Blue,Fall,3.8,22
1082,62,Male,Belt,Accessories,30,XL,Brown,Spring,4.5,45
1083,54,Male,Hat,Accessories,85,XL,Cyan,Winter,2.6,30
1084,35,Male,Backpack,Accessories,97,L,Teal,Summer,3.3,43
1085,34,Male,T-shirt,Clothing,36,S,Purple,Fall,4.1,48
1086,25,Male,Jewelry,Accessories,85,M,Turquoise,Winter,3.0,23
1087,53,Male,Sunglasses,Accessories,62,M,Olive,Winter,3.0,27
1088,45,Male,Jeans,Clothing,71,S,White,Winter,3.4,7
1089,49,Male,Pants,Clothing,21,M,Turquoise,Winter,2.7,2
1090,40,Male,Backpack,Accessories,61,M,Silver,Spring,3.8,33
1091,38,Male,Scarf,Accessories,58,M,Violet,Spring,4.2,27
1092,44,Male,Sweater,Clothing,80,L,Lavender,Spring,4.7,6
1093,68,Male,Jewelry,Accessories,50,L,Magenta,Spring,4.1,20
1094,60,Male,Sneakers,Footwear,48,S,Indigo,Winter,4.2,46
1095,25,Male,Jewelry,Accessories,40,M,Black,Winter,4.8,25
1096,19,Male,Coat,Outerwear,34,S,Peach,Summer,3.0,30
1097,57,Male,Coat,Outerwear,46,S,Beige,Fall,2.6,48
1098,58,Male,Sunglasses,Accessories,27,M,Black,Summer,3.2,47
1099,49,Male,Handbag,Accessories,98,S,Turquoise,Spring,3.6,27
1100,19,Male,Sweater,Clothing,73,M,Peach,Fall,2.6,45
1101,50,Male,Pants,Clothing,28,L,Gold,Spring,4.4,2
1102,30,Male,Gloves,Accessories,76,XL,Silver,Fall,3.0,39
1103,52,Male,Sweater,Clothing,83,M,Peach,Fall,2.9,24
1104,35,Male,Hoodie,Clothing,23,S,Charcoal,Spring,4.3,8
1105,35,Male,Hat,Accessories,28,M,Beige,Fall,3.1,8
1106,33,Male,T-shirt,Clothing,83,S,Olive,Spring,3.0,6
1107,52,Male,Skirt,Clothing,96,L,Violet,Winter,3.6,12
1108,69,Male,Sneakers,Footwear,62,M,Peach,Fall,2.8,26
1109,27,Male,Shorts,Clothing,25,M,Teal,Fall,2.8,50
1110,66,Male,Hoodie,Clothing,97,L,Violet,Winter,4.9,2
1111,28,Male,Hoodie,Clothing,61,L,Cyan,Fall,3.0,31
1112,22,Male,Shoes,Footwear,66,S,Olive,Summer,4.1,4
1113,69,Male,Hoodie,Clothing,67,XL,Pink,Spring,4.6,32
1114,28,Male,Sunglasses,Accessories,80,M,Purple,Summer,4.8,11
1115,55,Male,Skirt,Clothing,25,L,Violet,Fall,2.6,47
1116,30,Male,Hat,Accessories,58,S,Peach,Fall,4.0,37
1117,67,Male,Backpack,Accessories,96,M,Charcoal,Winter,4.2,39
1118,25,Male,Sunglasses,Accessories,77,L,Lavender,Spring,4.5,24
1119,49,Male,Belt,Accessories,65,M,Purple,Summer,4.9,11
1120,34,Male,Jewelry,Accessories,36,M,Indigo,Spring,3.1,36
1121,22,Male,Sneakers,Footwear,84,M,Magenta,Winter,4.0,40
1122,63,Male,T-shirt,Clothing,58,XL,Peach,Fall,3.2,25
1123,70,Male,Handbag,Accessories,62,S,Charcoal,Spring,4.3,12
1124,36,Male,Hat,Accessories,67,S,Purple,Fall,2.5,38
1125,42,Male,Sweater,Clothing,20,M,Orange,Spring,4.9,40
1126,27,Male,Sandals,Footwear,90,M,Lavender,Summer,2.7,10
1127,23,Male,Scarf,Accessories,58,L,Beige,Winter,3.4,47
1128,50,Male,Shirt,Clothing,53,XL,Maroon,Spring,4.8,22
1129,56,Male,Gloves,Accessories,30,L,Charcoal,Winter,4.7,35
1130,37,Male,Hoodie,Clothing,65,XL,White,Winter,4.7,46
1131,67,Male,Jewelry,Accessories,41,M,Lavender,Summer,3.9,30
1132,67,Male,Shirt,Clothing,73,M,Black,Spring,3.7,20
1133,50,Male,Hoodie,Clothing,98,S,Teal,Spring,4.3,25
1134,36,Male,Shoes,Footwear,36,XL,Magenta,Winter,4.1,29
1135,62,Male,T-shirt,Clothing,81,M,Brown,Summer,4.6,2
1136,65,Male,Skirt,Clothing,90,L,Peach,Winter,3.6,32
1137,23,Male,Handbag,Accessories,83,S,Cyan,Summer,4.8,37
1138,46,Male,Shirt,Clothing,91,XL,Pink,Winter,2.8,16
1139,18,Male,Pants,Clothing,36,M,Purple,Summer,4.7,32
1140,58,Male,Coat,Outerwear,53,L,Purple,Spring,3.9,42
1141,31,Male,Jeans,Clothing,39,M,White,Winter,2.6,6
1142,39,Male,Gloves,Accessories,33,S,Silver,Winter,4.7,23
1143,69,Male,T-shirt,Clothing,76,L,Green,Spring,3.5,27
1144,68,Male,Boots,Footwear,23,L,Teal,Winter,4.4,43
1145,41,Male,Jeans,Clothing,54,S,Indigo,Fall,4.4,25
1146,31,Male,Sneakers,Footwear,89,L,Pink,Summer,3.0,30
1147,48,Male,Sneakers,Footwear,38,M,Indigo,Summer,4.2,7
1148,59,Male,Hat,Accessories,36,XL,Red,Winter,4.3,17
1149,34,Male,Pants,Clothing,66,M,Violet,Spring,2.6,10
1150,21,Male,Jewelry,Accessories,42,L,Cyan,Spring,3.3,40
1151,29,Male,Jewelry,Accessories,36,S,Red,Winter,2.7,50
1152,41,Male,Blouse,Clothing,86,M,Gray,Spring,4.2,24
1153,62,Male,Handbag,Accessories,49,M,Gold,Fall,4.0,8
1154,27,Male,Shirt,Clothing,41,M,Pink,Summer,4.0,6
1155,49,Male,Dress,Clothing,82,L,Cyan,Spring,2.9,44
1156,67,Male,T-shirt,Clothing,53,S,Red,Fall,2.6,47
1157,20,Male,Shoes,Footwear,21,M,Gold,Summer,4.8,6
1158,37,Male,Belt,Accessories,66,M,Charcoal,Fall,4.4,11
1159,69,Male,Belt,Accessories,89,L,Orange,Summer,4.0,41
1160,66,Male,Handbag,Accessories,55,L,Blue,Fall,3.6,46
1161,37,Male,Scarf,Accessories,42,S,Blue,Summer,3.2,9
1162,63,Male,Shorts,Clothing,52,S,Orange,Fall,3.1,37
1163,47,Male,Sandals,Footwear,92,M,Blue,Winter,4.2,13
1164,26,Male,Pants,Clothing,56,L,White,Summer,3.0,24
1165,68,Male,Dress,Clothing,96,M,Green,Winter,4.2,47
1166,51,Male,T-shirt,Clothing,64,M,Silver,Winter,2.9,21
1167,48,Male,Dress,Clothing,48,S,Lavender,Winter,3.7,22
1168,60,Male,Socks,Clothing,83,XL,Beige,Summer,3.6,16
1169,68,Male,Scarf,Accessories,91,L,Violet,Summer,3.6,37
1170,25,Male,Backpack,Accessories,94,S,Gray,Fall,4.5,3
1171,57,Male,Skirt,Clothing,62,S,Red,Spring,3.2,33
1172,41,Male,Socks,Clothing,55,M,Lavender,Spring,3.9,15
1173,59,Male,Coat,Outerwear,68,L,Peach,Spring,4.6,42
1174,44,Male,Jewelry,Accessories,76,M,Indigo,Winter,2.5,42
1175,42,Male,Backpack,Accessories,31,M,Black,Winter,4.3,19
1176,35,Male,Belt,Accessories,81,M,Beige,Spring,4.1,26
1177,36,Male,Dress,Clothing,83,M,Red,Winter,4.6,39
1178,54,Male,Skirt,Clothing,21,M,Black,Spring,4.8,24
1179,37,Male,Dress,Clothing,22,M,Teal,Spring,4.9,23
1180,20,Male,T-shirt,Clothing,33,M,Blue,Summer,2.8,44
1181,23,Male,Skirt,Clothing,23,S,Beige,Spring,4.9,34
1182,61,Male,Shorts,Clothing,96,L,Teal,Summer,3.5,43
1183,37,Male,Jewelry,Accessories,21,M,Maroon,Spring,3.8,45
1184,23,Male,Pants,Clothing,39,M,Yellow,Spring,4.5,4
1185,63,Male,Belt,Accessories,73,S,Indigo,Fall,3.4,19
1186,47,Male,Jeans,Clothing,64,M,Magenta,Spring,3.9,29
1187,63,Male,Jeans,Clothing,68,M,Beige,Summer,4.1,27
1188,56,Male,Hat,Accessories,89,L,Maroon,Fall,3.0,37
1189,68,Male,Blouse,Clothing,29,M,Magenta,Summer,3.3,11
1190,64,Male,Shirt,Clothing,97,XL,Teal,Summer,4.9,28
1191,62,Male,Shirt,Clothing,45,M,Orange,Winter,4.3,31
1192,34,Male,T-shirt,Clothing,70,L,Charcoal,Winter,4.1,50
1193,49,Male,Coat,Outerwear,56,M,Turquoise,Summer,4.0,42
1194,40,Male,Jacket,Outerwear,55,L,Pink,Fall,5.0,18
1195,50,Male,Hoodie,Clothing,46,S,Teal,Winter,3.1,6
1196,25,Male,Scarf,Accessories,95,M,White,Winter,4.0,33
1197,30,Male,Belt,Accessories,88,M,Maroon,Winter,3.2,13
1198,54,Male,Sneakers,Footwear,92,L,Violet,Fall,3.9,26
1199,40,Male,Socks,Clothing,49,M,Brown,Summer,3.9,17
1200,49,Male,Sandals,Footwear,89,M,Indigo,Fall,4.5,3
1201,27,Male,Coat,Outerwear,22,XL,Black,Winter,4.4,7
1202,27,Male,Shoes,Footwear,61,XL,Black,Summer,3.1,46
1203,48,Male,Scarf,Accessories,29,S,Olive,Spring,2.9,14
1204,40,Male,Sneakers,Footwear,82,M,Orange,Winter,3.7,23
1205,67,Male,Belt,Accessories,94,M,Pink,Spring,3.2,20
1206,52,Male,Handbag,Accessories,99,M,Olive,Spring,3.5,38
1207,22,Male,Handbag,Accessories,59,S,Cyan,Fall,3.0,16
1208,62,Male,Boots,Footwear,90,M,White,Summer,4.1,48
1209,20,Male,Boots,Footwear,100,S,Red,Winter,2.9,8
1210,41,Male,Pants,Clothing,62,M,Blue,Winter,3.8,16
1211,34,Male,Sunglasses,Accessories,78,M,Olive,Fall,4.1,5
1212,23,Male,Hoodie,Clothing,94,M,Green,Spring,4.6,14
1213,32,Male,Shoes,Footwear,74,M,Yellow,Summer,2.5,18
1214,68,Male,Handbag,Accessories,52,XL,Black,Spring,3.7,14
1215,30,Male,Jacket,Outerwear,81,M,Blue,Fall,3.8,5
